Dates,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,25y,30y,2yr,3yr,5yr,7yr,10yr,30yr,2y spread,3y spread,5y spread,7y spread,10y spread,30y spread,TUAISP,FVAISP,TYAISP,UXYAISP,USAISP,WNAISP
6/9/2014,0.268,0.5655,1.0015,1.4148,1.7608,2.0403,2.2663,2.447,2.5963,2.7215,2.926,3.1318,3.3108,3.3885,3.424,0.4188,0.8587,1.6759,2.2041,2.6032,3.4388,14.488,14.05,8.31,6.06,11.75,-2.125,10.745,4.204,7.979,#N/A N/A,14.672,7.018
6/6/2014,0.27,0.541,0.9693,1.3795,1.7243,2.0083,2.2393,2.4238,2.5775,2.7058,2.9128,3.1198,3.3018,3.3798,3.4155,0.3988,0.8263,1.6428,2.182,2.5869,3.432,13.875,14.188,8.25,5.31,11.75,-1.625,10.935,4.145,7.436,#N/A N/A,14.12,6.569
6/5/2014,0.262,0.523,0.941,1.36,1.7123,1.999,2.2315,2.42,2.5745,2.7048,2.9143,3.124,3.307,3.388,3.4245,0.379,0.7995,1.6245,2.1672,2.5824,3.4362,14.063,14,8.75,6.25,12.06,-1.188,11.23,4.623,8.151,#N/A N/A,13.851,7.087
6/4/2014,0.2683,0.53,0.955,1.37,1.723,2.013,2.247,2.435,2.5897,2.721,2.93,3.137,3.318,3.394,3.43,0.3908,0.8211,1.6392,2.1891,2.6021,3.4396,13.688,13,8.25,5.63,11.63,-0.875,12.073,4.982,7.554,#N/A N/A,13.919,7.18
6/3/2014,0.267,0.537,0.96,1.3745,1.7248,2.0098,2.2408,2.4257,2.58,2.7108,2.919,3.1255,3.3083,3.389,3.426,0.3987,0.8292,1.6424,2.1841,2.5985,3.4379,13.5,13.088,8.25,5.5,11,-1.188,12.173,5.141,7.602,#N/A N/A,13.705,6.834
6/2/2014,0.2655,0.527,0.9365,1.3335,1.6705,1.9475,2.1715,2.3545,2.507,2.637,2.8455,3.0528,3.236,3.3175,3.3568,0.3868,0.8051,1.5899,2.1135,2.5267,3.3691,13.688,12.875,8,5.81,11,-1.313,12.026,4.989,8.261,#N/A N/A,13.722,7.013
5/30/2014,0.267,0.5132,0.9106,1.2945,1.6205,1.894,2.119,2.3026,2.457,2.588,2.7955,3.0038,3.187,3.2685,3.3078,0.373,0.773,1.5391,2.0578,2.4759,3.3277,13.75,13.75,8.06,6.06,11,-2.063,12.626,5.772,8.488,#N/A N/A,13.894,6.133
5/29/2014,0.265,0.507,0.8895,1.2765,1.604,1.8755,2.0985,2.2838,2.4355,2.567,2.7775,2.9855,3.173,3.257,3.2995,0.375,0.7653,1.5293,2.0237,2.4644,3.3228,12.988,12.4,7.25,7.44,10,-2.313,13.182,6.275,10.106,#N/A N/A,14.814,5.43
5/28/2014,0.262,0.4915,0.866,1.2438,1.5755,1.846,2.07,2.2567,2.409,2.54,2.7475,2.958,3.142,3.2253,3.2675,0.3652,0.7441,1.4796,1.9949,2.4431,3.2942,12.238,12.15,9.5,7.38,9.5,-2.688,13.031,5.937,9.952,#N/A N/A,15.44,5.606
5/27/2014,0.264,0.507,0.897,1.286,1.622,1.9028,2.132,2.3207,2.477,2.609,2.817,3.0225,3.205,3.2873,3.3265,0.3444,0.7762,1.5257,2.0601,2.5142,3.3608,15.8,11.988,9.5,6.94,9.25,-3.563,13.036,5.4,8.914,#N/A N/A,14.257,5.053
5/26/2014,0.265,0.508,0.894,1.296,1.62,1.9042,2.139,2.3345,2.495,2.625,2.834,3.048,3.2313,3.316,3.357,0.3424,0.7736,1.5241,2.0674,2.5321,3.3933,16.25,11.75,9.5,7,9.25,-3.75,13.342,4.567,8.442,#N/A N/A,13.779,4.434
5/23/2014,0.2635,0.5065,0.8955,1.285,1.62,1.9048,2.137,2.3318,2.489,2.622,2.834,3.044,3.2285,3.314,3.3555,0.3424,0.7736,1.5241,2.0674,2.5321,3.3933,16,11.625,9.5,7.13,9.38,-3.75,13.342,4.567,8.442,#N/A N/A,13.779,4.434
5/22/2014,0.262,0.5012,0.9005,1.2975,1.6393,1.9248,2.1595,2.3484,2.5125,2.647,2.8603,3.074,3.2613,3.3473,3.3895,0.3426,0.7819,1.5425,2.0846,2.5499,3.4261,15.75,11.675,9.5,7.15,9.5,-3.813,12.086,4.839,8.848,#N/A N/A,13.118,4.14
5/21/2014,0.259,0.49,0.882,1.2783,1.6178,1.9045,2.1375,2.329,2.4905,2.627,2.841,3.053,3.2435,3.332,3.374,0.3386,0.7714,1.5228,2.0678,2.532,3.4118,14.988,11.013,9.5,6.9,9.5,-3.813,12.288,5.285,9.274,#N/A N/A,13.061,4.29
5/20/2014,0.2595,0.488,0.88,1.272,1.6098,1.8923,2.1265,2.3173,2.477,2.6123,2.8255,3.0358,3.2245,3.3118,3.3543,0.3346,0.7662,1.5081,2.0438,2.5106,3.3833,15.125,11.2,10,8,10,-3.063,12.003,6.383,10.307,#N/A N/A,14.664,5.09
5/19/2014,0.255,0.499,0.904,1.3055,1.646,1.9308,2.1628,2.355,2.5128,2.646,2.8545,3.0585,3.241,3.323,3.3628,0.3427,0.7875,1.5459,2.0824,2.5445,3.3858,15.188,11.375,10,8,10.06,-2.25,12.962,6.557,10.249,#N/A N/A,14.881,6.219
5/16/2014,0.259,0.5105,0.923,1.3193,1.654,1.93,2.156,2.3393,2.4955,2.623,2.826,3.0275,3.203,3.283,3.3215,0.3589,0.8061,1.5541,2.0776,2.5231,3.346,14.75,11.625,9.94,7.75,9.88,-2.438,12.65,6.305,10.32,#N/A N/A,15.193,6.373
5/15/2014,0.255,0.496,0.9005,1.2925,1.6205,1.8928,2.1165,2.301,2.454,2.584,2.788,2.996,3.1733,3.257,3.297,0.3509,0.7931,1.5231,2.0393,2.4893,3.3245,14.25,10.75,9.75,7.56,9.5,-2.65,11.86,6.47,10.323,#N/A N/A,14.937,5.965
5/14/2014,0.254,0.5013,0.913,1.316,1.6553,1.9363,2.1628,2.348,2.503,2.6335,2.8408,3.0465,3.227,3.312,3.3518,0.367,0.8116,1.5641,2.0899,2.5427,3.3767,13.438,10.25,9.13,7,9,-2.375,10.953,5.966,10.091,#N/A N/A,14.829,6.448
5/13/2014,0.258,0.5198,0.948,1.3595,1.705,1.99,2.221,2.4088,2.5638,2.694,2.902,3.109,3.2908,3.375,3.4155,0.379,0.8433,1.6134,2.1528,2.6089,3.4464,14,10.375,9,6.81,8.5,-3.188,11.401,5.902,9.53,#N/A N/A,14.437,5.721
5/12/2014,0.2625,0.5405,0.9795,1.4008,1.7515,2.0373,2.2673,2.4555,2.6105,2.741,2.948,3.1555,3.337,3.421,3.4613,0.395,0.8803,1.6628,2.2062,2.6611,3.4967,14.063,9.875,8.88,6,7.88,-3.688,11.82,5.457,9.016,#N/A N/A,14.272,5.018
5/9/2014,0.2573,0.52,0.9575,1.3718,1.717,2.0018,2.231,2.4193,2.5756,2.7063,2.915,3.123,3.306,3.392,3.434,0.383,0.8618,1.6282,2.165,2.6233,3.4634,13.375,9.375,8.88,6.5,8.25,-2.938,11.056,5.442,9.547,#N/A N/A,14.733,5.404
5/8/2014,0.253,0.5235,0.957,1.3713,1.7135,1.9957,2.2233,2.41,2.564,2.6898,2.9013,3.109,3.2918,3.3765,3.4178,0.3869,0.8644,1.625,2.1626,2.6161,3.4344,13,8.988,8.69,5.75,7.75,-1.813,11.112,5.222,8.979,#N/A N/A,14.02,5.029
5/7/2014,0.256,0.535,0.979,1.396,1.737,2.017,2.2398,2.4188,2.5705,2.697,2.8995,3.099,3.2755,3.355,3.3935,0.3988,0.8935,1.6512,2.182,2.5878,3.4025,13.375,8.5,8.5,5.5,10.75,-1.063,11.38,5.342,9.18,#N/A N/A,14.058,5.916
5/6/2014,0.263,0.5612,1.011,1.426,1.7645,2.042,2.263,2.4413,2.586,2.711,2.9063,3.1005,3.268,3.3428,3.377,0.4226,0.8804,1.6775,2.2014,2.5914,3.383,13.563,13.25,8.5,5.88,11.69,-0.688,11.054,5.725,8.868,#N/A N/A,14.043,6.505
5/5/2014,0.262,0.561,1.011,1.428,1.7693,2.0505,2.2755,2.456,2.605,2.731,2.9275,3.125,3.2948,3.37,3.4053,0.4185,0.875,1.6791,2.2136,2.6068,3.4074,13.85,13,9,6,12.25,-0.188,11.484,6.055,9.578,#N/A N/A,14.845,6.85
5/2/2014,0.2615,0.5555,1.0025,1.4158,1.7518,2.0293,2.252,2.4311,2.58,2.7043,2.9,3.095,3.26,3.334,3.3678,0.4224,0.8642,1.6627,2.1918,2.5843,3.3668,13.275,13.5,8.75,6,11.75,-0.125,11.009,5.858,9.383,#N/A N/A,14.655,7.464
5/1/2014,0.264,0.534,0.9755,1.3975,1.7515,2.0384,2.268,2.4528,2.6058,2.733,2.9335,3.1315,3.2998,3.3755,3.4082,0.4065,0.8401,1.6577,2.2088,2.6133,3.4132,12.65,13.55,9.25,5.75,11.75,-0.375,10.499,5.312,8.879,#N/A N/A,14.037,6.725
4/30/2014,0.2605,0.531,0.973,1.4,1.757,2.0505,2.2825,2.47,2.624,2.754,2.959,3.1615,3.3345,3.4125,3.4485,0.4104,0.8508,1.6757,2.2306,2.6459,3.4593,11.875,12.15,8,5.06,10.75,-1.25,10.134,4.792,8.502,#N/A N/A,12.968,5.822
4/29/2014,0.266,0.553,1.008,1.4441,1.808,2.0995,2.332,2.5155,2.6665,2.7933,2.9948,3.1945,3.365,3.442,3.4763,0.4378,0.8911,1.7347,2.2889,2.6913,3.4867,11.363,11.625,7.25,4,10,-1.188,9.891,4.008,7.749,#N/A N/A,12.773,5.901
4/28/2014,0.267,0.546,1.0025,1.447,1.815,2.1076,2.3413,2.5265,2.6762,2.8045,3.0045,3.2035,3.373,3.4475,3.4797,0.4319,0.8884,1.7397,2.2986,2.7005,3.4859,11.25,11.25,7.38,4.06,10.44,-0.563,10.576,4.266,7.881,#N/A N/A,13.664,6.982
4/25/2014,0.2645,0.544,0.9981,1.4378,1.803,2.09,2.318,2.5025,2.647,2.7725,2.97,3.166,3.3338,3.4068,3.4395,0.43,0.883,1.7249,2.2743,2.6623,3.4428,11.125,11.5,7.63,4.38,10.88,-0.5,10.589,4.501,8.689,#N/A N/A,14.065,7.263
4/24/2014,0.266,0.5445,1.007,1.4505,1.815,2.1043,2.333,2.5151,2.6634,2.7885,2.985,3.1778,3.3413,3.412,3.443,0.4378,0.891,1.7364,2.2695,2.6805,3.4527,10.5,11.375,7.69,6.25,10.69,-1,10.227,4.486,8.561,#N/A N/A,13.314,6.8
4/23/2014,0.264,0.5414,1.0045,1.4515,1.822,2.117,2.345,2.5288,2.6784,2.8045,3.003,3.1985,3.3645,3.4373,3.4685,0.4418,0.9017,1.7244,2.2866,2.6987,3.4784,9.5,10.313,9.63,5.88,10.5,-1.063,9.107,4.178,8.119,#N/A N/A,13.472,6.633
4/22/2014,0.263,0.5465,1.0154,1.4605,1.83,2.123,2.357,2.5413,2.692,2.8183,3.018,3.2145,3.3805,3.453,3.4838,0.3993,0.907,1.7327,2.294,2.7105,3.4942,14.438,10.563,9.5,6,10.75,-0.813,9.795,3.754,8.036,#N/A N/A,13.696,6.791
4/21/2014,0.259,0.5369,1.0015,1.4475,1.819,2.1158,2.3518,2.5419,2.696,2.82,3.029,3.23,3.4028,3.4778,3.5098,0.3912,0.8963,1.721,2.2915,2.7151,3.5219,14.363,10.5,9.75,5.94,11,-1.438,9.213,4.059,7.964,#N/A N/A,13.11,6.248
4/18/2014,0.261,0.5475,1.0135,1.4675,1.836,2.1345,2.371,2.559,2.715,2.845,3.0495,3.2485,3.419,3.493,3.519,0.3952,0.9096,1.7343,2.3013,2.7215,3.5219,14.75,10.25,10.25,6.75,12,-0.5,8.969,4.859,9.889,#N/A N/A,16.004,9.418
4/17/2014,0.261,0.548,1.014,1.463,1.836,2.136,2.371,2.56,2.7165,2.845,3.0495,3.2485,3.419,3.493,3.5245,0.3952,0.9096,1.7342,2.3013,2.7215,3.5219,17.25,14.5,10.25,10,12,-0.563,8.969,4.859,9.889,#N/A N/A,16.004,9.418
4/16/2014,0.258,0.52,0.9713,1.4003,1.761,2.052,2.2855,2.4725,2.628,2.758,2.962,3.162,3.333,3.4075,3.441,0.367,0.8591,1.6464,2.1988,2.6282,3.4437,14.75,11,11.5,8.5,12.75,-0.375,10.096,5.291,10.174,#N/A N/A,14.512,7.224
4/15/2014,0.2575,0.5095,0.9445,1.3675,1.7305,2.028,2.268,2.459,2.6187,2.751,2.96,3.166,3.342,3.419,3.454,0.367,0.8406,1.62,2.1794,2.6283,3.4611,14.025,10.25,11,8.69,12.25,-0.813,10.083,5.748,10.881,#N/A N/A,14.148,7.041
4/14/2014,0.26,0.506,0.9302,1.3523,1.7203,2.0233,2.2685,2.4675,2.6295,2.7665,2.978,3.186,3.3645,3.4433,3.479,0.367,0.8301,1.6134,2.1891,2.6472,3.4876,13.625,10,10.63,7.75,11.75,-1,10.547,4.87,10.163,#N/A N/A,13.809,6.68
4/11/2014,0.2545,0.4908,0.9043,1.3194,1.6853,1.991,2.2388,2.4411,2.6053,2.7428,2.9588,3.1713,3.3514,3.4318,3.4683,0.355,0.7984,1.5757,2.1576,2.6247,3.4827,13.313,10.5,10.94,7.94,11.69,-1.438,9.555,5.399,10.198,#N/A N/A,13.67,6.591
4/10/2014,0.258,0.4899,0.9115,1.3345,1.701,2.009,2.259,2.462,2.628,2.77,2.987,3.2025,3.387,3.4685,3.507,0.3511,0.8116,1.5905,2.1795,2.6474,3.5194,13.663,9.75,11,7.81,12,-1.1,10.489,5.118,9.786,#N/A N/A,13.68,6.241
4/9/2014,0.259,0.4965,0.9208,1.3513,1.72,2.0343,2.287,2.4928,2.6594,2.803,3.0258,3.2453,3.4345,3.5188,3.558,0.3631,0.8301,1.6233,2.2208,2.6898,3.5726,13.188,8.775,9.5,6.31,11.19,-1.75,9.531,4.333,8.852,#N/A N/A,12.045,5.706
4/8/2014,0.267,0.5285,0.9725,1.4015,1.767,2.0709,2.313,2.505,2.6644,2.799,3.014,3.227,3.408,3.4893,3.527,0.3949,0.8473,1.666,2.2427,2.6808,3.5379,12.888,12.313,10,6.88,11.75,-1.438,9.857,4.808,9.546,#N/A N/A,12.801,6.089
4/7/2014,0.266,0.526,0.9715,1.407,1.7775,2.0845,2.33,2.5275,2.685,2.8203,3.035,3.2485,3.43,3.51,3.5465,0.3948,0.8472,1.6775,2.267,2.6998,3.5574,12.75,12.188,10,6.25,11.88,-1.313,8.871,4.732,8.62,#N/A N/A,13.553,6.09
4/4/2014,0.27,0.5384,0.9923,1.427,1.793,2.1008,2.3463,2.5425,2.7038,2.8348,3.056,3.2685,3.4518,3.5326,3.5703,0.4107,0.8633,1.6972,2.2816,2.7207,3.5837,12.625,12.375,9.63,6.06,11.56,-1.438,8.29,4.47,8.746,#N/A N/A,12.558,5.587
4/3/2014,0.275,0.5775,1.05,1.507,1.888,2.1958,2.4398,2.63,2.788,2.9195,3.1288,3.3358,3.508,3.583,3.6168,0.454,0.9278,1.796,2.3891,2.7972,3.6291,11.625,12.125,9,5.13,12,-1.25,7.738,3.521,7.316,#N/A N/A,13.257,5.893
4/2/2014,0.275,0.573,1.041,1.496,1.8775,2.19,2.4365,2.6303,2.79,2.9235,3.137,3.346,3.521,3.597,3.631,0.4539,0.9223,1.7926,2.3842,2.8045,3.6473,11.75,12.438,8.38,5.19,11.75,-1.688,7.845,3.888,7.515,#N/A N/A,13.089,5.494
4/1/2014,0.272,0.551,1.0003,1.441,1.82,2.132,2.3818,2.58,2.741,2.8773,3.0925,3.3033,3.4805,3.5568,3.5913,0.4301,0.8817,1.7316,2.3157,2.7525,3.6059,12,11.75,8.75,6.38,12.38,-1.438,7.416,4.859,9.016,#N/A N/A,14.057,5.686
3/31/2014,0.269,0.545,0.9918,1.432,1.8025,2.108,2.3555,2.5485,2.708,2.842,3.0535,3.261,3.433,3.508,3.5415,0.4183,0.8681,1.7184,2.2986,2.718,3.5583,12.588,12.25,8.31,5.5,12.25,-1.688,8.83,4.786,8.067,#N/A N/A,14.122,5.687
3/28/2014,0.2768,0.5713,1.0318,1.4625,1.827,2.1257,2.364,2.5555,2.711,2.8415,3.0495,3.252,3.4215,3.4925,3.524,0.4496,0.9083,1.7479,2.3156,2.7208,3.5473,12.188,12,7.75,4.94,12,-2.4,8.212,4.117,8.443,#N/A N/A,14.729,5.261
3/27/2014,0.2765,0.5628,1.0113,1.433,1.7948,2.094,2.327,2.517,2.673,2.8035,3.0153,3.2213,3.3955,3.4693,3.5048,0.4457,0.8918,1.715,2.2547,2.681,3.5271,11.688,11.625,7.75,6.94,12,-2.313,8.683,4.727,9.402,#N/A N/A,15.245,5.13
3/26/2014,0.281,0.552,0.9898,1.4108,1.7745,2.0778,2.321,2.5175,2.6763,2.8135,3.0285,3.2385,3.4125,3.488,3.5218,0.4418,0.8729,1.6724,2.2472,2.6919,3.5422,10.813,11.438,10,7.19,12,-2.188,8.366,4.656,9.232,#N/A N/A,15.176,5.593
3/25/2014,0.286,0.5702,1.019,1.4535,1.8233,2.1286,2.376,2.5722,2.7338,2.869,3.085,3.2928,3.4645,3.5375,3.5705,0.425,0.913,1.729,2.304,2.748,3.5914,14.313,10.563,9.31,7,12,-2.063,7.179,3.806,8.907,#N/A N/A,15.116,5.423
3/24/2014,0.2888,0.5775,1.028,1.456,1.8195,2.1215,2.361,2.5556,2.7133,2.846,3.058,3.2655,3.436,3.5093,3.5433,0.4329,0.9236,1.7306,2.2915,2.7281,3.5617,14.25,10.313,8.75,6.88,11.75,-2.063,7.223,3.192,8.82,#N/A N/A,15.167,5.923
3/21/2014,0.286,0.5618,1.0023,1.431,1.7995,2.1083,2.357,2.5571,2.7223,2.8588,3.0783,3.2925,3.4685,3.5448,3.5793,0.4245,0.894,1.7071,2.284,2.7426,3.6068,13.688,10.625,9.13,7.25,11.56,-2.813,7.052,3.571,9.27,#N/A N/A,14.025,5.118
3/20/2014,0.288,0.5525,0.9875,1.4255,1.8,2.117,2.3725,2.5795,2.7495,2.892,3.1185,3.341,3.526,3.6045,3.6453,0.4197,0.8829,1.7001,2.2911,2.7716,3.6629,13.063,10.5,9.88,8.19,12,-1.875,7.098,4.283,10.043,#N/A N/A,14.815,5.374
3/19/2014,0.287,0.55,0.989,1.4235,1.8023,2.1203,2.3755,2.5785,2.7475,2.891,3.115,3.333,3.5215,3.5983,3.6375,0.4195,0.8828,1.7067,2.291,2.7725,3.6568,12.94,10.613,9.5,8.25,11.75,-1.813,7.326,5.026,10.558,#N/A N/A,14.812,5.655
3/18/2014,0.279,0.4848,0.8605,1.268,1.644,1.97,2.239,2.457,2.6375,2.788,3.028,3.261,3.457,3.543,3.587,0.3466,0.75,1.546,2.1532,2.6722,3.6137,13.5,10.75,9.94,8.44,11.5,-2.563,8.521,5.155,10.555,#N/A N/A,14.304,4.839
3/17/2014,0.2803,0.4975,0.8778,1.2885,1.6675,1.9923,2.26,2.48,2.6575,2.8075,3.047,3.2793,3.473,3.559,3.6013,0.3586,0.7685,1.5674,2.1752,2.6921,3.6283,13.75,10.8,9.75,8.5,11.5,-2.813,8.632,5.95,11.086,#N/A N/A,14.219,4.813
3/14/2014,0.279,0.482,0.8485,1.2575,1.6345,1.9575,2.223,2.4388,2.6193,2.7693,3.0088,3.2423,3.4388,3.5253,3.5688,0.3424,0.7394,1.5345,2.1384,2.6543,3.5992,13.875,10.875,9.88,8.25,11.38,-3.063,8.545,6.058,11.072,#N/A N/A,14.364,4.299
3/13/2014,0.277,0.483,0.847,1.252,1.6198,1.942,2.2065,2.425,2.6035,2.7545,2.9925,3.23,3.4258,3.5145,3.558,0.338,0.7368,1.5196,2.1261,2.6446,3.5906,14.338,10.75,10,8,11,-3.25,9.956,6.656,10.807,#N/A N/A,13.779,4.06
3/12/2014,0.278,0.5005,0.8848,1.299,1.6793,2.0095,2.2788,2.5,2.68,2.832,3.0735,3.3088,3.506,3.5935,3.6373,0.3618,0.7844,1.5887,2.2092,2.73,3.6733,13.625,9.875,9,7,10.13,-3.563,8.606,5.591,9.805,#N/A N/A,12.4,3.557
3/11/2014,0.2796,0.5105,0.8995,1.319,1.705,2.037,2.3115,2.535,2.715,2.87,3.112,3.3456,3.5418,3.6281,3.6715,0.3697,0.76,1.615,2.241,2.768,3.7092,13.875,13.75,8.81,6.94,10,-3.75,9.237,4.763,9.409,#N/A N/A,11.667,3.289
3/10/2014,0.277,0.506,0.898,1.32,1.71,2.0445,2.3183,2.541,2.724,2.878,3.1213,3.3575,3.554,3.6423,3.6855,0.3655,0.7626,1.6215,2.2507,2.777,3.7215,13.875,13.313,8.75,6.44,9.94,-3.563,9.043,4.691,9.512,#N/A N/A,11.595,3.374
3/7/2014,0.279,0.509,0.9108,1.339,1.7305,2.064,2.336,2.5563,2.7395,2.892,3.1325,3.3665,3.5615,3.648,3.691,0.3693,0.7679,1.6363,2.2629,2.7879,3.7206,13.875,14.063,9.25,7.06,10.5,-3.063,8.967,5.181,10.074,#N/A N/A,11.809,3.943
3/6/2014,0.271,0.478,0.855,1.277,1.667,2.004,2.2785,2.506,2.692,2.8485,3.094,3.3315,3.5325,3.6215,3.6655,0.3411,0.7136,1.5687,2.2014,2.7373,3.6899,13.625,13.875,9.81,7.81,11.06,-2.563,9.034,6.594,10.549,#N/A N/A,12.898,4.466
3/5/2014,0.27,0.465,0.8348,1.2485,1.637,1.9722,2.2465,2.4713,2.6565,2.8128,3.0565,3.292,3.4898,3.5778,3.6204,0.333,0.6947,1.5425,2.172,2.7048,3.6473,13.125,13.75,9.31,7.31,10.75,-2.75,9.44,5.446,10.28,#N/A N/A,12.686,4.448
3/4/2014,0.27,0.467,0.834,1.2495,1.6388,1.972,2.2458,2.4679,2.6545,2.8115,3.056,3.2945,3.4945,3.5855,3.63,0.3329,0.692,1.5359,2.1695,2.6977,3.6473,13.375,14,10.19,7.56,11.25,-1.813,10.108,6.436,10.683,#N/A N/A,13.025,5.123
3/3/2014,0.267,0.444,0.7894,1.188,1.566,1.894,2.1645,2.3888,2.5695,2.726,2.97,3.206,3.4069,3.4958,3.54,0.3012,0.6437,1.4576,2.0748,2.6012,3.5542,13.5,14.55,10.75,8.94,12.25,-1.438,10.96,7.115,12.239,#N/A N/A,14.318,5.899
2/28/2014,0.266,0.45,0.813,1.2195,1.6015,1.9303,2.2005,2.4225,2.6075,2.761,3.006,3.2405,3.4395,3.5275,3.571,0.3169,0.6678,1.5016,2.1208,2.6476,3.5822,13.25,14.375,9.75,7.81,11.25,-1.188,10.318,6.469,11.223,#N/A N/A,14.163,6.292
2/27/2014,0.268,0.4445,0.793,1.1955,1.5778,1.9083,2.1798,2.405,2.5903,2.7473,2.991,3.2303,3.431,3.5203,3.5653,0.3206,0.6596,1.4821,2.0811,2.6387,3.5916,12.313,13.25,9.56,9.63,10.56,-2.688,10.546,7.34,10.45,#N/A N/A,15.18,5.798
2/26/2014,0.264,0.438,0.7928,1.199,1.5865,1.9173,2.1925,2.42,2.605,2.7628,3.0115,3.2525,3.4566,3.548,3.5935,0.3245,0.6676,1.4752,2.1054,2.6655,3.6249,11.25,12.375,11,8.31,9.75,-3.188,9.707,6.175,8.974,#N/A N/A,14.006,4.682
2/25/2014,0.265,0.447,0.808,1.224,1.6158,1.9495,2.226,2.455,2.6405,2.7965,3.0445,3.2845,3.4875,3.579,3.6225,0.314,0.6916,1.5115,2.1468,2.7023,3.6586,13.313,11.688,10.25,7.69,9.25,-3.813,9.307,4.838,7.762,#N/A N/A,12.849,4.079
2/24/2014,0.267,0.4565,0.829,1.2498,1.645,1.9813,2.26,2.4885,2.676,2.833,3.0828,3.324,3.5273,3.6175,3.6642,0.3181,0.7101,1.5445,2.181,2.7382,3.6986,13.563,11.688,10,7.75,9.44,-3.313,9.716,4.362,7.865,#N/A N/A,12.85,4.124
2/21/2014,0.264,0.452,0.8218,1.2435,1.6405,1.9775,2.257,2.4845,2.673,2.83,3.079,3.3215,3.5263,3.616,3.6628,0.3142,0.7021,1.5329,2.1712,2.731,3.6934,13.813,11.813,10.63,8.44,9.88,-3,9.96,4.702,8.849,#N/A N/A,12.908,4.4
2/20/2014,0.269,0.457,0.8278,1.2525,1.651,1.991,2.2745,2.5055,2.696,2.8565,3.1073,3.353,3.5583,3.6502,3.696,0.3185,0.7072,1.5378,2.1834,2.7509,3.7232,13.688,11.938,11.25,9,10.44,-2.688,9.371,5.729,9.748,#N/A N/A,14.097,4.884
2/19/2014,0.265,0.451,0.8138,1.2365,1.636,1.98,2.2635,2.4973,2.6885,2.85,3.106,3.3488,3.5595,3.652,3.699,0.3145,0.6965,1.5164,2.1639,2.7392,3.7127,13.563,11.688,12.1,9.88,11,-1.563,9.306,6.067,10.7,#N/A N/A,14.672,6.263
2/18/2014,0.263,0.434,0.7875,1.2015,1.6003,1.944,2.2303,2.465,2.6575,2.819,3.075,3.318,3.5278,3.6213,3.6678,0.2985,0.6673,1.4786,2.1249,2.7069,3.6777,13.313,11.813,12.06,10.5,11.06,-0.938,10.213,6.621,11.506,#N/A N/A,15.24,6.789
2/17/2014,0.266,0.448,0.8225,1.2645,1.642,1.982,2.272,2.5,2.6935,2.8565,3.106,3.3475,3.549,3.639,3.682,0.3107,0.7043,1.5246,2.1663,2.7428,3.6969,13,11.5,11.75,9.75,10.75,-1.5,9.973,6.306,11.128,#N/A N/A,15.048,6.595
2/14/2014,0.266,0.448,0.819,1.2725,1.6413,1.982,2.266,2.5,2.69,2.85,3.1,3.342,3.546,3.6375,3.6816,0.3107,0.7043,1.5246,2.1663,2.7428,3.6969,13.563,11.438,11.63,10.06,11.13,-1.5,9.973,6.306,11.128,#N/A N/A,15.048,6.595
2/13/2014,0.2638,0.438,0.809,1.2258,1.6203,1.961,2.247,2.4813,2.6735,2.834,3.086,3.33,3.5363,3.6275,3.6735,0.311,0.6937,1.5016,2.1468,2.732,3.6829,12.588,11.375,11.75,9.81,10.35,-1.063,8.94,6.024,10.435,#N/A N/A,14.601,5.739
2/12/2014,0.2695,0.4618,0.8355,1.2643,1.6665,2.012,2.3005,2.5325,2.725,2.886,3.138,3.379,3.58,3.667,3.7114,0.339,0.7387,1.5623,2.2125,2.7608,3.7201,12.063,9.563,10.31,8.69,12.5,-1.063,8.469,5.267,12.345,#N/A N/A,14.059,6.045
2/11/2014,0.271,0.449,0.809,1.2333,1.637,1.9811,2.269,2.5,2.6897,2.8495,3.1005,3.343,3.547,3.6375,3.6815,0.3311,0.6797,1.5328,2.1808,2.725,3.688,11.663,12.688,10.5,8.75,12.5,-0.813,9.45,5.348,12.818,#N/A N/A,14.16,6.475
2/10/2014,0.267,0.427,0.772,1.1818,1.5758,1.9173,2.2043,2.437,2.63,2.7907,3.0445,3.2895,3.498,3.5895,3.636,0.3073,0.6339,1.4705,2.1177,2.6674,3.6503,12.063,13.675,10.5,8.5,12.25,-1.5,9.409,5.366,12.366,#N/A N/A,13.181,5.462
2/7/2014,0.267,0.425,0.7705,1.1835,1.5803,1.9275,2.218,2.4563,2.6522,2.815,3.0705,3.316,3.5273,3.6213,3.6664,0.3034,0.6313,1.4689,2.125,2.6829,3.6726,12,13.75,11.13,9.38,13.13,-0.75,9.49,6.107,12.999,#N/A N/A,14.523,5.911
2/6/2014,0.274,0.4525,0.8118,1.233,1.633,1.9721,2.2588,2.488,2.678,2.839,3.0888,3.3295,3.5353,3.6265,3.6705,0.3196,0.6612,1.5196,2.1686,2.7003,3.6683,13.188,14.875,11.25,8.88,13.75,0.125,10.584,6.568,6.551,#N/A N/A,15.161,7.051
